"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AKR1C2",9.51752213490727e-08,0.578601084287777,0.321,0.029,0.00213211530866193,"12","AKR1C2"
"TBC1D12",9.82896830025404e-08,0.660012513250645,0.433,0.158,0.00220188547862291,"12","TBC1D12"
"SLC43A31",9.89612229060622e-08,0.418934193787808,0.254,0.024,0.0022169293155416,"12","SLC43A3"
"SON3",9.92344063713279e-08,0.663988268016316,0.911,0.836,0.00222304917153049,"12","SON"
"APBB1IP3",1.03607196552512e-07,0.502370532613706,0.335,0.068,0.00232100841716937,"12","APBB1IP"
"EVA1B",1.04996229649219e-07,0.479603613543391,0.277,0.031,0.0023521255366018,"12","EVA1B"
"C1orf541",1.04996229649219e-07,0.398945139877805,0.254,0.03,0.0023521255366018,"12","C1orf54"
"IKBIP2",1.06091326382698e-07,0.637415920239467,0.433,0.1,0.00237665789362519,"12","IKBIP"
"ANTXR1",1.07276613504961e-07,0.452491589431678,0.237,0.001,0.00240321069573815,"12","ANTXR1"
"MPDZ",1.07276613504961e-07,0.436495902901722,0.25,0,0.00240321069573815,"12","MPDZ"
"FST",1.07276613504961e-07,0.426552047814144,0.196,0,0.00240321069573815,"12","FST"
"HAND2",1.07276613504961e-07,0.362005996193692,0.232,0,0.00240321069573815,"12","HAND2"
"MAN1C1",1.07276613504961e-07,0.352473471759155,0.205,0.01,0.00240321069573815,"12","MAN1C1"
"SULF1",1.07358106134797e-07,0.762406208580942,0.304,0.002,0.00240503629363172,"12","SULF1"
"CD109",1.07358106134797e-07,0.419058484456724,0.241,0.006,0.00240503629363172,"12","CD109"
"SESTD1",1.09749436100255e-07,0.636529376727659,0.415,0.165,0.00245860686751791,"12","SESTD1"
"RNASE4",1.14742913425756e-07,0.649426562086218,0.504,0.295,0.00257047074656379,"12","RNASE4"
"GABARAP2",1.19956520471931e-07,0.49643819282724,0.768,0.68,0.00268726597161219,"12","GABARAP"
"BEX41",1.24571001995012e-07,0.695853194872801,0.451,0.092,0.00279063958669226,"12","BEX4"
"SNUPN",1.39533239984307e-07,0.368095165466209,0.344,0.187,0.00312582364212844,"12","SNUPN"
"ZFYVE21",1.45058241581983e-07,0.756207525479064,0.621,0.4,0.00324959472791959,"12","ZFYVE21"
"TCEAL3",1.47062445154442e-07,0.591035539787758,0.411,0.089,0.00329449289634982,"12","TCEAL3"
"SLC16A4",1.47107803586948e-07,0.411833526966542,0.259,0.035,0.00329550901595481,"12","SLC16A4"
"HOXB2",1.50160060225612e-07,0.517551693553513,0.326,0.023,0.00336388566917417,"12","HOXB2"
"EEA1",1.59439149309871e-07,0.567342753666725,0.549,0.388,0.00357175582283974,"12","EEA1"
"DSTN2",1.62752163772833e-07,0.680908802709533,0.996,0.904,0.003645973972839,"12","DSTN"
"TBCB",1.76882175589721e-07,0.602225440700015,0.728,0.568,0.00396251449756093,"12","TBCB"
"RFTN12",1.76973154984911e-07,0.40989116401143,0.286,0.035,0.00396455261797197,"12","RFTN1"
"ARHGEF10",1.81227841911426e-07,0.491279728420085,0.277,0.039,0.00405986611449975,"12","ARHGEF10"
"KLF9",1.93217270667653e-07,0.598967107500622,0.438,0.163,0.00432845329749675,"12","KLF9"
"MCUB2",1.93418725315412e-07,0.653470744414272,0.527,0.19,0.00433296628451587,"12","MCUB"
"RHOB",2.04611420729723e-07,0.985048958612457,0.799,0.688,0.00458370504718725,"12","RHOB"
"CNTLN1",2.06307890058056e-07,0.30272511095418,0.21,0.049,0.00462170935308058,"12","CNTLN"
"TMEM100",2.06967645901659e-07,0.663583912867293,0.246,0.001,0.00463648920348897,"12","TMEM100"
"NGF",2.06967645901659e-07,0.608190878182603,0.259,0,0.00463648920348897,"12","NGF"
"RBP1",2.06967645901659e-07,0.587159639753177,0.263,0.009,0.00463648920348897,"12","RBP1"
"DSEL",2.06967645901659e-07,0.429080901957826,0.228,0.003,0.00463648920348897,"12","DSEL"
"MAB21L2",2.06967645901659e-07,0.424835029839134,0.246,0,0.00463648920348897,"12","MAB21L2"
"JAM3",2.06967645901659e-07,0.407938374077978,0.237,0.001,0.00463648920348897,"12","JAM3"
"DNM3OS",2.06967645901659e-07,0.402513184118107,0.214,0,0.00463648920348897,"12","DNM3OS"
"BCHE",2.06967645901659e-07,0.38124327398453,0.188,0,0.00463648920348897,"12","BCHE"
"FAM198A",2.06967645901659e-07,0.371491191039762,0.232,0,0.00463648920348897,"12","FAM198A"
"CYS1",2.06967645901659e-07,0.305223472218291,0.174,0.003,0.00463648920348897,"12","CYS1"
"ITGB1BP1",2.07112235558837e-07,0.639432424556163,0.571,0.393,0.00463972830098907,"12","ITGB1BP1"
"TMEM109",2.07791660354081e-07,0.677820907440688,0.509,0.231,0.00465494877525212,"12","TMEM109"
"RRAS1",2.08398322417512e-07,0.610490197718558,0.464,0.262,0.00466853921879711,"12","RRAS"
"CRTAP",2.10660097180126e-07,0.703075480400247,0.567,0.355,0.00471920749702918,"12","CRTAP"
"CD3021",2.14460022329842e-07,0.498247133737044,0.384,0.135,0.00480433342023313,"12","CD302"
"ABHD14A",2.22338244629008e-07,0.782877250898362,0.554,0.275,0.00498082135617903,"12","ABHD14A"
"SNX181",2.24416561242651e-07,0.494929867081491,0.366,0.104,0.00502737980495787,"12","SNX18"
"CLTB4",2.60426101832134e-07,0.523713606576549,0.839,0.786,0.00583406553324346,"12","CLTB"
"ILK",2.73695566499573e-07,0.757967590448346,0.674,0.451,0.00613132808072344,"12","ILK"
"DAD11",2.78637085821578e-07,0.658910993231758,0.911,0.834,0.00624202799657499,"12","DAD1"
"SRP141",3.0914389209127e-07,0.626919522749648,0.996,0.975,0.00692544147062863,"12","SRP14"
"MXRA7",3.43511766074415e-07,0.556214965000452,0.335,0.028,0.00769535058359906,"12","MXRA7"
"LTC4S1",3.56707461673589e-07,0.562642546035719,0.237,0.041,0.00799096055641175,"12","LTC4S"
"RUFY3",3.58050515226902e-07,0.440489037896793,0.366,0.175,0.00802104764211305,"12","RUFY3"
"MARCH21",3.60024428771899e-07,0.534372668534836,0.402,0.173,0.00806526725334807,"12","MARCH2"
"FKBP9",3.64973525424228e-07,0.739990631436211,0.545,0.325,0.00817613691655356,"12","FKBP9"
"SLC12A4",3.74560068109943e-07,0.472433541179107,0.295,0.034,0.00839089464579895,"12","SLC12A4"
"C11orf96",3.97082535425116e-07,0.816548040674576,0.281,0.002,0.00889544295859345,"12","C11orf96"
"ADAMTS16",3.97082535425116e-07,0.444030156131891,0.214,0,0.00889544295859345,"12","ADAMTS16"
"RGL1",3.97082535425116e-07,0.286341454654355,0.183,0.02,0.00889544295859345,"12","RGL1"
"THBS11",3.97403711023518e-07,0.793462157342465,0.388,0.123,0.00890263793434885,"12","THBS1"
"GNB41",4.07347495231704e-07,0.430906861359026,0.29,0.03,0.00912539858818063,"12","GNB4"
"NEXN",4.11890610512527e-07,0.532587931228438,0.281,0.011,0.00922717345670164,"12","NEXN"
"PKD2",4.11902629200817e-07,0.372036878634254,0.246,0.032,0.00922744269935671,"12","PKD2"
"TRAM11",4.19478424027324e-07,0.434742813979164,0.772,0.662,0.00939715565506012,"12","TRAM1"
"JUND3",4.21743250900208e-07,0.656294747425905,0.866,0.763,0.00944789230666645,"12","JUND"
"SGCD",4.39895277533556e-07,0.374909709307695,0.214,0.001,0.00985453400730672,"12","SGCD"
"LATS2",4.49627481743226e-07,0.402537629519656,0.254,0.043,0.0100725548460118,"12","LATS2"
"PNISR2",4.63411092132709e-07,0.520500358542009,0.893,0.843,0.0103813352859569,"12","PNISR"
"SLC27A32",5.04738819834811e-07,0.53466709062998,0.348,0.11,0.0113071590419394,"12","SLC27A3"
"TRIL",5.23807803120512e-07,0.325011886906324,0.201,0.009,0.0117343424055057,"12","TRIL"
"CAST1",5.33813720797549e-07,0.535363738783352,0.902,0.823,0.0119584949733067,"12","CAST"
"PHYHD1",5.71356263131679e-07,0.328362650087699,0.201,0.009,0.0127995230066759,"12","PHYHD1"
"CEP126",5.767155359441e-07,0.358913426821959,0.232,0.051,0.0129195814362197,"12","CEP126"
"TNFSF121",5.93479976036367e-07,0.433906132290997,0.295,0.074,0.0132951384231667,"12","TNFSF12"
"RORA1",6.15855013558379e-07,0.51810670101242,0.344,0.06,0.0137963840137348,"12","RORA"
"SLC39A13",6.32798112109399e-07,0.47609750839998,0.362,0.091,0.0141759433074748,"12","SLC39A13"
"COPS8",6.34841243720669e-07,0.564445983948174,0.518,0.31,0.0142217135418304,"12","COPS8"
"MEIS11",6.50562787238038e-07,0.484442715852035,0.281,0.017,0.0145739075597065,"12","MEIS1"
"CPE1",6.52843783910763e-07,1.26770098703461,0.393,0.117,0.0146250064471689,"12","CPE"
"ACTG14",6.82791734037366e-07,0.427184980896232,1,0.983,0.0152959004259051,"12","ACTG1"
"PTGFRN",6.8485506940846e-07,0.379682488530973,0.366,0.216,0.0153421232648883,"12","PTGFRN"
"PPFIBP1",7.14978852158794e-07,0.807901834337307,0.429,0.23,0.0160169562460613,"12","PPFIBP1"
"ZNF302",7.18194520317402e-07,0.35075091488369,0.326,0.209,0.0160889936441504,"12","ZNF302"
"ARL21",7.28060604989286e-07,0.585414650464682,0.705,0.566,0.01631001367297,"12","ARL2"
"SIRPA1",7.37124524119862e-07,0.380679959201265,0.263,0.039,0.0165130635893332,"12","SIRPA"
"TACC12",7.40445803214831e-07,0.763748084149664,0.692,0.448,0.0165874668836186,"12","TACC1"
"OPTN2",7.47706117006029e-07,0.619457052320331,0.612,0.411,0.0167501124331691,"12","OPTN"
"DKK3",7.5769527000717e-07,0.717986026386279,0.246,0.001,0.0169738894387006,"12","DKK3"
"NTM",7.5769527000717e-07,0.455578540203999,0.219,0.003,0.0169738894387006,"12","NTM"
"FGF2",7.5769527000717e-07,0.381395830080951,0.219,0.002,0.0169738894387006,"12","FGF2"
"CPED11",7.5769527000717e-07,0.36962995347394,0.228,0.009,0.0169738894387006,"12","CPED1"
"GALNT16",7.5769527000717e-07,0.348905305377902,0.183,0,0.0169738894387006,"12","GALNT16"
"ZSCAN18",7.68435096305141e-07,0.317696781807515,0.21,0.054,0.0172144830274278,"12","ZSCAN18"
"MXRA5",7.82451837713464e-07,0.571431643506279,0.263,0.011,0.017528486068457,"12","MXRA5"
"ITGA5",7.82451837713464e-07,0.511933750981328,0.281,0.01,0.017528486068457,"12","ITGA5"
"CNTN4",7.82451837713464e-07,0.457506724993413,0.272,0.007,0.017528486068457,"12","CNTN4"
"GGT5",7.82451837713464e-07,0.380127772770614,0.196,0.002,0.017528486068457,"12","GGT5"
"PCYOX1",8.05284411198539e-07,0.67433135763492,0.531,0.283,0.0180399813796697,"12","PCYOX1"
"MRPS212",8.50539282429366e-07,0.55070363252467,0.746,0.57,0.0190537810049826,"12","MRPS21"
"OSBPL1A2",9.02040239839166e-07,0.611704798196055,0.433,0.123,0.020207505452877,"12","OSBPL1A"
"CIRBP3",9.05121969395454e-07,0.615696672580887,0.938,0.858,0.020276542358397,"12","CIRBP"
"RAB8B3",9.09875763873967e-07,0.459400643816867,0.321,0.095,0.0203830368623046,"12","RAB8B"
"CELF22",9.12666120019994e-07,0.642273859562164,0.598,0.415,0.0204455464206879,"12","CELF2"
"DRAP12",9.26085168513415e-07,0.665614697052823,0.826,0.727,0.0207461599450375,"12","DRAP1"
"SNX9",9.34170944699871e-07,0.702016230901742,0.607,0.34,0.0209272975031665,"12","SNX9"
"NR2F1",9.65493228322562e-07,0.615763337020731,0.321,0.068,0.021628979300882,"12","NR2F1"
"TMEM237",9.98174942214585e-07,0.416832119483299,0.295,0.091,0.0223611150554911,"12","TMEM237"
"EGR11",1.03598551432037e-06,1.12215122696477,0.795,0.667,0.023208147491805,"12","EGR1"
"MESD",1.04413355735543e-06,0.528975000080855,0.665,0.574,0.0233906799518763,"12","MESD"
"CCDC88A2",1.08058510770118e-06,0.470791685416186,0.384,0.082,0.0242072675827219,"12","CCDC88A"
"PIP4P2",1.14114935348548e-06,0.379279257022441,0.263,0.059,0.0255640278167817,"12","PIP4P2"
"PRSS232",1.16380357536353e-06,1.05393017941278,0.719,0.412,0.0260715276952939,"12","PRSS23"
"KRT10",1.18999494947149e-06,0.697219161276073,0.795,0.714,0.0266582668580603,"12","KRT10"
"HIC12",1.20198123639288e-06,0.40597184525332,0.25,0.016,0.0269267836576732,"12","HIC1"
"SLFN51",1.21771312063195e-06,0.408941861287341,0.286,0.106,0.0272792093283969,"12","SLFN5"
"UBE2E22",1.27010396924988e-06,0.426015048698111,0.321,0.058,0.0284528691191358,"12","UBE2E2"
"ARF4",1.36493149302856e-06,0.607276766119051,0.857,0.767,0.0305771953068257,"12","ARF4"
"EMILIN21",1.37766951029878e-06,0.448940661153064,0.281,0.108,0.0308625523697132,"12","EMILIN2"
"MAP7D11",1.39604036868284e-06,0.489835177065385,0.375,0.215,0.031274096339233,"12","MAP7D1"
"S100A104",1.43784491885365e-06,0.580661364861931,0.991,0.93,0.0322106018721596,"12","S100A10"
"IGFBP3",1.43814181486065e-06,0.679408695610591,0.219,0.003,0.0322172529365083,"12","IGFBP3"
"PDLIM3",1.43814181486065e-06,0.533150658950166,0.223,0.002,0.0322172529365083,"12","PDLIM3"
"FENDRR",1.43814181486065e-06,0.320834782582252,0.183,0,0.0322172529365083,"12","FENDRR"
"IGSF101",1.43814181486065e-06,0.280841035153374,0.152,0.006,0.0322172529365083,"12","IGSF10"
"FAM180A",1.43814181486065e-06,0.248569104396191,0.152,0,0.0322172529365083,"12","FAM180A"
"RIMKLB",1.4712567437587e-06,0.421205663014375,0.259,0.02,0.0329590935736825,"12","RIMKLB"
"S1PR21",1.47600187065833e-06,0.323385633814885,0.237,0.033,0.0330653939064878,"12","S1PR2"
"BNC2",1.51060927715756e-06,0.379193201926198,0.228,0.005,0.0338406690268836,"12","BNC2"
"MGST32",1.53675929817567e-06,0.443896838838074,0.938,0.817,0.0344264817977315,"12","MGST3"
"TRMT1124",1.54020211324551e-06,0.504578268442377,0.862,0.792,0.0345036077409258,"12","TRMT112"
"CTGF",1.54072941622028e-06,2.15914199678589,0.438,0.128,0.0345154203821667,"12","CTGF"
"BST21",1.58688939879753e-06,1.0125928477281,0.67,0.32,0.0355494963118623,"12","BST2"
"MAGED2",1.65384852693856e-06,0.928898998526012,0.652,0.375,0.0370495147004776,"12","MAGED2"
"ROBO3",1.69880074291108e-06,0.400855662049409,0.254,0.025,0.0380565342426941,"12","ROBO3"
"TRPV21",1.72706184395e-06,0.347371250631899,0.246,0.032,0.0386896394281679,"12","TRPV2"
"SNRPN3",1.7575739679499e-06,0.608514463771323,0.531,0.246,0.0393731720300136,"12","SNRPN"
"COPS6",1.79639973112172e-06,0.474900009450161,0.714,0.646,0.0402429467765887,"12","COPS6"
"PLXDC22",1.81316286395765e-06,0.834683566202216,0.442,0.124,0.0406184744783792,"12","PLXDC2"
"RRAGA1",1.82526221946558e-06,0.749878347530206,0.67,0.418,0.0408895242404679,"12","RRAGA"
"FKBP1A4",2.00315475267763e-06,0.918159772816187,0.933,0.815,0.0448746727694842,"12","FKBP1A"
"MGST13",2.16916662380293e-06,0.801773658503705,0.817,0.71,0.0485936707064333,"12","MGST1"
"C12orf571",2.18771367017182e-06,0.552265803643269,0.799,0.737,0.0490091616391892,"12","C12orf57"
"PLSCR4",2.20189895449057e-06,0.491764024233441,0.326,0.073,0.0493269403784977,"12","PLSCR4"
"SBDS1",2.21114528342901e-06,0.571272481396318,0.799,0.69,0.0495340766393768,"12","SBDS"
"AZGP11",1.40130916210214e-30,2.57465963102428,0.936,0.206,3.13921278494121e-26,"13","AZGP1"
"AVIL",1.63738665052025e-30,3.03144988408416,0.886,0.044,3.66807357449547e-26,"13","AVIL"
"POU2F3",1.65648453748586e-27,1.89278103827813,0.772,0.017,3.71085666087582e-23,"13","POU2F3"
"MARCKSL13",2.91293997375208e-27,1.9140223265808,1,0.806,6.52556812919941e-23,"13","MARCKSL1"
"ANXA42",1.64929759458595e-26,2.95295021021127,0.973,0.702,3.69475647139145e-22,"13","ANXA4"
"SOX42",1.62722640905077e-24,2.82209860250879,0.977,0.656,3.64531260155553e-20,"13","SOX4"
"H3F3A2",3.20011211919556e-23,1.22600402985953,1,0.994,7.16889116942189e-19,"13","H3F3A"
"RASSF6",1.32878785549036e-22,2.18003434340409,0.849,0.333,2.9767505538695e-18,"13","RASSF6"
"TUBA1A2",1.03414877362765e-21,2.30106924532097,0.836,0.245,2.31670008268065e-17,"13","TUBA1A"
"PHLDA11",5.35367477531567e-21,1.7691452040241,0.845,0.305,1.19933022316622e-16,"13","PHLDA1"
"MDK3",1.77070230021801e-20,1.97097685544594,0.936,0.569,3.96672729294839e-16,"13","MDK"
"C11orf53",2.79952609798357e-19,1.22083655503568,0.575,0.043,6.2714983647028e-15,"13","C11orf53"
"HEPACAM22",6.81509858035376e-19,1.48571962449311,0.744,0.12,1.52671838397085e-14,"13","HEPACAM2"
"TPM14",1.91836686578281e-18,1.68951084584211,0.991,0.806,4.29752545272665e-14,"13","TPM1"
"NREP",1.36479772402404e-17,1.97736380109464,0.731,0.125,3.05741986135865e-13,"13","NREP"
"PTGS11",1.54309210876461e-17,1.34355591411124,0.562,0.034,3.45683494205448e-13,"13","PTGS1"
"TRPM5",3.21805952410591e-17,0.960689182990127,0.525,0.009,7.20909694590205e-13,"13","TRPM5"
"ZNF4281",6.34903637480185e-17,1.22926977906114,0.845,0.462,1.42231112868311e-12,"13","ZNF428"
"ASCL22",8.44514564011963e-17,1.23211252637399,0.872,0.454,1.8918815262996e-12,"13","ASCL2"
"DPYSL31",1.42922413386182e-16,1.86655322063418,0.511,0.029,3.20174790467724e-12,"13","DPYSL3"
"GNG13",1.78450692916147e-16,2.01656258573832,0.521,0.001,3.99765242270752e-12,"13","GNG13"
"ANXA131",2.739635795028e-16,1.68857649675496,0.689,0.193,6.13733210802172e-12,"13","ANXA13"
"CD243",3.36671366687268e-16,1.49558002215516,1,0.812,7.54211195652817e-12,"13","CD24"
"RGS132",4.50275842090237e-16,3.03389900291526,0.621,0.025,1.00870794145055e-11,"13","RGS13"
"BUB33",7.75367727295461e-16,1.90963561956189,0.854,0.543,1.73697878268729e-11,"13","BUB3"
"BMX",1.31296280316713e-15,2.44930780920624,0.498,0.005,2.941299271655e-11,"13","BMX"
"CRYM",2.3703573514441e-15,1.38663893751217,0.685,0.135,5.31007453870507e-11,"13","CRYM"
"IMP41",2.40257553646179e-15,1.19829346916344,0.813,0.49,5.3822497167817e-11,"13","IMP4"
"CCDC115",3.86970431742866e-15,1.16376503603136,0.685,0.405,8.66891161190369e-11,"13","CCDC115"
"RTN42",6.45668154227005e-15,1.14662525378065,0.954,0.814,1.44642579909934e-10,"13","RTN4"
"LRMP1",1.22511357898172e-14,2.64397276962649,0.635,0.059,2.74449943963486e-10,"13","LRMP"
"RBM382",1.3064338804187e-14,1.20587898144829,0.644,0.2,2.92667317891398e-10,"13","RBM38"
"ZFHX3",1.55290216308316e-14,1.34539335469661,0.772,0.32,3.47881142573889e-10,"13","ZFHX3"
"STMN13",2.27363767291896e-14,1.62867497811918,0.89,0.444,5.09340311487305e-10,"13","STMN1"
"HMGN13",3.42269057590668e-14,0.578600464661955,0.986,0.913,7.66751142814614e-10,"13","HMGN1"
"SH2D6",3.44737676406696e-14,1.19467919501849,0.498,0.005,7.7228134268628e-10,"13","SH2D6"
"NDUFB41",5.08975150796264e-14,0.727500892316358,0.968,0.901,1.14020613281379e-09,"13","NDUFB4"
"BIK1",9.8958230029474e-14,1.400982141299,0.79,0.448,2.21686226912028e-09,"13","BIK"
"OCIAD22",1.15072905734082e-13,0.948330359528715,0.932,0.77,2.57786323425491e-09,"13","OCIAD2"
"ACADSB",1.4681289892364e-13,1.04179576206014,0.612,0.161,3.28890256168738e-09,"13","ACADSB"
"FYB12",1.49924553329153e-13,1.65924879907001,0.584,0.081,3.35860984367969e-09,"13","FYB1"
"ATP6V1G13",1.66623896635324e-13,0.924562761054883,0.963,0.885,3.73270853242452e-09,"13","ATP6V1G1"
"MARC1",8.19871275429435e-13,0.572685618874635,0.489,0.184,1.83667563121702e-08,"13","MARC1"
"EID14",9.64485748721264e-13,0.798662481961414,0.836,0.649,2.16064097428538e-08,"13","EID1"
"SRP94",9.66472482759286e-13,0.866676006055286,0.95,0.839,2.16509165587735e-08,"13","SRP9"
"KLK111",1.20830058409016e-12,1.71946129300207,0.607,0.126,2.70683496847877e-08,"13","KLK11"
"PTMA4",1.34604349426567e-12,0.795874498227149,1,0.998,3.01540663585395e-08,"13","PTMA"
"NMU",1.59578088717036e-12,2.62061495956571,0.452,0.058,3.57486834343903e-08,"13","NMU"
"FRAT2",1.64413284329968e-12,1.32324241245148,0.694,0.302,3.68318639555995e-08,"13","FRAT2"
"FAM213A2",1.67985607109245e-12,0.949772924634949,0.735,0.47,3.7632135704613e-08,"13","FAM213A"
"CALM24",1.69233064692488e-12,1.08760401174242,0.995,0.969,3.79115911524113e-08,"13","CALM2"
"HNRNPA02",1.75537685977626e-12,0.922497378281287,0.909,0.766,3.93239524127078e-08,"13","HNRNPA0"
"CMTM62",1.81715181929274e-12,0.950219698877222,0.845,0.642,4.07078350557959e-08,"13","CMTM6"
"IL13RA12",2.51925674612872e-12,1.58252653050894,0.79,0.404,5.64363896267757e-08,"13","IL13RA1"
"CNN34",2.53393230848859e-12,1.00630629337143,0.758,0.445,5.67651515747613e-08,"13","CNN3"
"MALAT14",3.52295876542089e-12,0.892223639920278,1,0.998,7.89213222629588e-08,"13","MALAT1"
"ENC12",3.96824652620743e-12,1.11461971192502,0.731,0.354,8.88966586800989e-08,"13","ENC1"
"EIF1B",6.75109200526499e-12,1.54342344756984,0.836,0.591,1.51237963101946e-07,"13","EIF1B"
"ALOX52",6.87058977505358e-12,1.07839620393647,0.557,0.112,1.5391495214075e-07,"13","ALOX5"
"UCP23",9.28864763911659e-12,0.949918783190637,0.735,0.333,2.0808428441149e-07,"13","UCP2"
"PBXIP11",1.02891465065348e-11,1.03889063836443,0.648,0.209,2.30497460039393e-07,"13","PBXIP1"
"DYNLT13",1.22438662117333e-11,0.891826135794638,0.909,0.778,2.7428709087525e-07,"13","DYNLT1"
"CERS61",1.4155705255561e-11,0.937312328881356,0.749,0.509,3.17116109135077e-07,"13","CERS6"
"PROX12",1.62249498666091e-11,0.736714225363758,0.626,0.214,3.63471326911778e-07,"13","PROX1"
"SPRY11",1.70803655269936e-11,0.919950651936276,0.616,0.225,3.8263434853571e-07,"13","SPRY1"
"GTF2I1",2.02915523305693e-11,0.708108771350721,0.822,0.633,4.54571355309414e-07,"13","GTF2I"
"SPIB2",2.16543265976578e-11,1.22154694174504,0.47,0.064,4.85100224440731e-07,"13","SPIB"
"TPD52L1",3.57610733375460e-11,1.47919340999335,0.498,0.145,8.01119564907707e-07,"13","TPD52L1"
"H2AFY5",3.92598222430559e-11,0.72268940111566,0.895,0.813,8.79498537888938e-07,"13","H2AFY"
"PTPN181",3.94969679133331e-11,1.18073126349157,0.726,0.367,8.84811075194488e-07,"13","PTPN18"
"RHOBTB31",6.23223711365706e-11,0.816895098480699,0.744,0.469,1.39614575820145e-06,"13","RHOBTB3"
"EIF51",6.52184270145512e-11,1.15512892431714,0.904,0.769,1.46102320197998e-06,"13","EIF5"
"SCOC",7.17259358556981e-11,0.768056057517024,0.744,0.474,1.60680441503935e-06,"13","SCOC"
"GRK51",1.08387972981717e-10,0.870473187660518,0.484,0.041,2.42810737073642e-06,"13","GRK5"
"SNRPE3",1.32889914084621e-10,0.747687603382555,0.922,0.82,2.97699985532367e-06,"13","SNRPE"
"MTSS1",1.41719625191871e-10,0.763759891338264,0.511,0.176,3.17480304354828e-06,"13","MTSS1"
"ATP2C1",1.58364107958495e-10,0.998398082891398,0.712,0.334,3.54767274648619e-06,"13","ATP2C1"
"SPATS2L2",1.92933524025226e-10,1.2143016148092,0.872,0.572,4.32209680521311e-06,"13","SPATS2L"
"ITGB12",1.99176641355307e-10,0.951098352423995,0.922,0.721,4.4619551196416e-06,"13","ITGB1"
"XRCC53",2.68688701861688e-10,0.794301505529586,0.845,0.708,6.01916429910554e-06,"13","XRCC5"
"YWHAQ4",3.02549557097526e-10,0.664714419936151,0.886,0.761,6.77771517809877e-06,"13","YWHAQ"
"ZMYND81",3.45096775354895e-10,0.529911761169567,0.694,0.441,7.73085796150036e-06,"13","ZMYND8"
"LUC7L31",3.4878905329238e-10,0.678877435034989,0.826,0.713,7.81357237185591e-06,"13","LUC7L3"
"PAFAH1B33",4.45301059470738e-10,1.04056358102385,0.795,0.491,9.97563433426348e-06,"13","PAFAH1B3"
"ANKS4B",5.12190888075303e-10,0.879943636111945,0.575,0.251,1.14741002746629e-05,"13","ANKS4B"
"PLCG21",6.67753055813941e-10,0.888918810623184,0.429,0.054,1.49590039563439e-05,"13","PLCG2"
"IL17RB1",7.54970071470232e-10,0.754200353823857,0.438,0.121,1.69128395410761e-05,"13","IL17RB"
"LINC00623",8.64522400237058e-10,0.861629519072038,0.662,0.324,1.93670308101106e-05,"13","LINC00623"
"MEX3A",9.34724501059251e-10,0.698286992212261,0.411,0.068,2.09396982727293e-05,"13","MEX3A"
"SOX92",1.09785327251603e-09,0.615962694280912,0.735,0.526,2.4594109010904e-05,"13","SOX9"
"SERBP14",1.15871222566281e-09,0.38450074859106,0.959,0.879,2.59574712792983e-05,"13","SERBP1"
"GSTA41",1.24042516028337e-09,0.565854827974014,0.42,0.162,2.7788004440668e-05,"13","GSTA4"
"SUMO23",1.24301329448105e-09,0.648567977599432,0.959,0.927,2.78459838229644e-05,"13","SUMO2"
"PLEKHB11",1.33802938918045e-09,0.743181790922726,0.47,0.133,2.99745343764205e-05,"13","PLEKHB1"
"ESPL1",1.50296625985818e-09,0.666715685142773,0.388,0.051,3.3669450153343e-05,"13","ESPL1"
"H3F3B5",1.55228086272495e-09,0.810052934948205,0.991,0.988,3.47741958867643e-05,"13","H3F3B"
"PHF20L11",1.62064757653525e-09,0.827721630781335,0.667,0.427,3.63057470095427e-05,"13","PHF20L1"
"SRP142",2.11362735070195e-09,0.640343596937353,0.995,0.975,4.7349479910425e-05,"13","SRP14"
"TRAPPC4",2.14134692696979e-09,0.510753821046057,0.658,0.459,4.79704538579773e-05,"13","TRAPPC4"
"TBC1D2B",2.14935676324953e-09,0.471747282680725,0.411,0.167,4.8149890210316e-05,"13","TBC1D2B"
"TCEA11",2.21000609061854e-09,0.773649502038921,0.84,0.719,4.95085564420366e-05,"13","TCEA1"
"RICTOR",2.56860872828746e-09,0.924881500919604,0.616,0.29,5.75419727310956e-05,"13","RICTOR"
"KLK121",3.03038296272708e-09,0.887341417403015,0.461,0.084,6.78866391310121e-05,"13","KLK12"
"AGO21",3.23145064348445e-09,0.743227421042907,0.612,0.333,7.23909573153385e-05,"13","AGO2"
"PHF142",4.7011012302813e-09,0.839654558414146,0.795,0.603,0.000105314069760762,"13","PHF14"
"UBE2I2",5.14734715420592e-09,0.499483011036696,0.89,0.731,0.000115310870948521,"13","UBE2I"
"LINC01091",5.24409044520028e-09,0.354071257822833,0.265,0.022,0.000117478114153377,"13","LINC01091"
"ATP2A32",5.29128531625218e-09,0.592895522905319,0.543,0.311,0.000118535373654681,"13","ATP2A3"
"SKAP22",5.97196372486743e-09,1.05828122682426,0.744,0.498,0.00013378393136448,"13","SKAP2"
"SLC12A24",7.01174820417085e-09,1.36012529161767,0.909,0.709,0.000157077183269835,"13","SLC12A2"
"SMARCC1",8.2361400797014e-09,0.752554504625639,0.731,0.535,0.000184506010065471,"13","SMARCC1"
"ATP6V0B2",8.53322979391367e-09,0.717486195895599,0.881,0.803,0.000191161413843254,"13","ATP6V0B"
"C4orf483",8.89742589226168e-09,0.995707268564557,0.858,0.671,0.000199320134838446,"13","C4orf48"
